,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salarios
4141,persona_4141,48,F,Bogotá,2,6,2,4140
4142,persona_4142,58,M,Zipaquira,3,8,0,4427
4143,persona_4143,67,M,Chía,2,5,2,2700
4144,persona_4144,38,F,Bogotá,0,9,0,960
4145,persona_4145,36,F,Bogotá,3,7,0,4347
4146,persona_4146,66,F,Cajica,1,7,1,4539
4147,persona_4147,27,F,Zipaquira,2,3,0,4540
4148,persona_4148,28,M,Zipaquira,3,9,2,1126
4149,persona_4149,30,F,Cota,3,8,2,1726
4150,persona_4150,51,M,Cota,1,5,2,3761
4151,persona_4151,58,M,Cajica,0,5,2,2273
4152,persona_4152,43,F,Chía,3,5,2,4779
4153,persona_4153,55,F,Bogotá,2,9,2,3141
4154,persona_4154,49,M,Cajica,0,10,1,2207
4155,persona_4155,70,M,Bogotá,2,5,2,3309
4156,persona_4156,29,M,Chía,0,6,1,1434
4157,persona_4157,66,F,Zipaquira,0,10,0,1810
4158,persona_4158,34,F,Bogotá,2,0,0,3192
4159,persona_4159,25,M,Cajica,0,0,0,4407
4160,persona_4160,22,M,Cajica,0,1,2,3671
4161,persona_4161,51,F,Zipaquira,3,6,0,4953
4162,persona_4162,65,M,Cajica,2,9,2,4603
4163,persona_4163,26,M,Cajica,0,3,2,1741
4164,persona_4164,50,M,Bogotá,3,10,0,1492
4165,persona_4165,30,F,Bogotá,3,2,0,4470
4166,persona_4166,23,F,Cajica,0,1,0,1520
4167,persona_4167,46,M,Chía,3,5,0,2149
4168,persona_4168,43,M,Cota,1,5,2,3979
4169,persona_4169,32,F,Chía,1,3,1,3664
4170,persona_4170,64,M,Cajica,0,0,0,4014
4171,persona_4171,69,F,Cajica,2,8,1,4322
4172,persona_4172,68,F,Chía,0,0,0,3643
4173,persona_4173,69,M,Cota,1,0,2,4404
4174,persona_4174,27,M,Bogotá,0,2,0,1505
4175,persona_4175,39,M,Bogotá,0,8,2,3943
4176,persona_4176,42,F,Cajica,1,8,2,4865
4177,persona_4177,26,M,Cajica,1,7,1,2179
4178,persona_4178,50,F,Zipaquira,2,5,1,3147
4179,persona_4179,42,M,Cota,3,1,2,2412
4180,persona_4180,37,F,Chía,3,8,2,4282
4181,persona_4181,33,F,Cajica,2,8,0,4405
4182,persona_4182,52,M,Chía,0,8,2,1315
4183,persona_4183,33,M,Cajica,1,6,2,4155
4184,persona_4184,31,F,Cajica,3,5,0,4576
4185,persona_4185,35,F,Chía,0,2,2,3998
4186,persona_4186,30,F,Zipaquira,3,2,0,2463
4187,persona_4187,58,M,Cajica,1,7,0,3118
4188,persona_4188,69,M,Cajica,2,10,1,2008
4189,persona_4189,69,F,Cota,1,3,1,4293
4190,persona_4190,38,F,Zipaquira,1,6,1,3711
4191,persona_4191,47,F,Zipaquira,2,3,0,1608
4192,persona_4192,28,M,Zipaquira,2,0,1,2125
4193,persona_4193,39,F,Cajica,2,9,1,2023
4194,persona_4194,53,F,Zipaquira,2,6,0,4340
4195,persona_4195,62,F,Zipaquira,0,6,1,3007
4196,persona_4196,49,F,Cota,1,10,1,4603
4197,persona_4197,54,F,Zipaquira,1,2,2,3506
4198,persona_4198,29,M,Cajica,3,7,2,1906
4199,persona_4199,23,M,Cota,0,0,0,4634
4200,persona_4200,20,M,Cota,1,0,2,2396
4201,persona_4201,42,F,Cota,1,7,1,3414
4202,persona_4202,44,M,Cajica,1,5,2,1553
4203,persona_4203,24,M,Cota,1,9,2,3227
4204,persona_4204,64,F,Bogotá,3,6,1,1443
4205,persona_4205,37,F,Zipaquira,3,7,0,1560
4206,persona_4206,65,F,Zipaquira,2,4,2,2131
4207,persona_4207,65,F,Cota,1,4,1,3481
4208,persona_4208,42,F,Bogotá,1,7,1,1452
4209,persona_4209,42,F,Chía,2,6,0,4977
4210,persona_4210,45,F,Bogotá,1,5,2,1362
4211,persona_4211,41,M,Cota,1,4,0,2663
4212,persona_4212,62,M,Cajica,3,4,1,4803
4213,persona_4213,22,F,Bogotá,0,10,1,4161
4214,persona_4214,38,M,Bogotá,2,0,2,1562
4215,persona_4215,27,M,Cajica,1,10,2,4388
4216,persona_4216,59,F,Bogotá,1,9,0,3637
4217,persona_4217,67,M,Zipaquira,0,4,0,3433
4218,persona_4218,20,M,Zipaquira,3,4,0,2737
4219,persona_4219,41,M,Chía,3,7,1,2460
4220,persona_4220,28,F,Zipaquira,0,4,0,4479
4221,persona_4221,25,F,Cota,2,10,1,3622
4222,persona_4222,28,F,Bogotá,2,6,2,3637
4223,persona_4223,65,M,Zipaquira,2,4,1,4529
4224,persona_4224,23,F,Zipaquira,2,0,1,1538
4225,persona_4225,51,M,Cota,1,8,0,2847
4226,persona_4226,63,M,Bogotá,1,10,2,3115
4227,persona_4227,39,M,Bogotá,1,7,1,1485
4228,persona_4228,27,M,Chía,0,7,2,2159
4229,persona_4229,27,F,Zipaquira,0,0,2,1273
4230,persona_4230,28,M,Zipaquira,2,6,0,4899
4231,persona_4231,46,F,Zipaquira,3,5,1,4602
4232,persona_4232,43,F,Cajica,1,0,2,3184
4233,persona_4233,40,F,Cajica,3,10,1,2274
4234,persona_4234,35,F,Cajica,2,6,0,2143
4235,persona_4235,41,F,Bogotá,3,6,2,1511
4236,persona_4236,27,M,Zipaquira,2,7,2,1034
4237,persona_4237,65,M,Chía,3,7,2,2972
4238,persona_4238,32,F,Zipaquira,2,7,1,4029
4239,persona_4239,43,F,Chía,0,1,2,1883
4240,persona_4240,37,M,Bogotá,3,5,1,3058
4241,persona_4241,35,M,Cajica,3,0,2,3823
4242,persona_4242,64,M,Bogotá,0,10,2,1037
4243,persona_4243,23,F,Cota,2,5,2,1290
4244,persona_4244,54,F,Chía,2,3,0,3238
4245,persona_4245,44,F,Cota,2,3,1,2049
4246,persona_4246,69,F,Chía,1,6,1,1232
4247,persona_4247,20,F,Cajica,3,2,2,1237
4248,persona_4248,32,M,Bogotá,1,4,0,2383
4249,persona_4249,32,F,Zipaquira,0,3,0,2937
4250,persona_4250,20,F,Bogotá,2,6,1,3915
4251,persona_4251,59,M,Cota,1,3,1,4491
4252,persona_4252,38,M,Cota,0,7,1,1729
4253,persona_4253,38,M,Bogotá,0,0,0,2059
4254,persona_4254,20,M,Cajica,2,5,0,2583
4255,persona_4255,58,M,Zipaquira,2,1,1,2980
4256,persona_4256,23,M,Cota,1,8,2,1665
4257,persona_4257,35,M,Chía,2,9,2,964
4258,persona_4258,67,M,Cajica,1,2,1,1955
4259,persona_4259,35,M,Cajica,0,1,0,2633
4260,persona_4260,63,M,Cota,1,4,1,4877
4261,persona_4261,62,F,Chía,3,3,1,2347
4262,persona_4262,61,F,Cajica,2,2,1,2147
4263,persona_4263,51,F,Cota,1,9,1,1190
4264,persona_4264,35,M,Cota,1,5,2,3502
4265,persona_4265,60,F,Cota,1,3,2,2568
4266,persona_4266,40,M,Bogotá,1,0,0,4748
4267,persona_4267,60,M,Bogotá,1,8,0,4475
4268,persona_4268,60,F,Zipaquira,0,6,2,3995
4269,persona_4269,20,M,Chía,3,9,2,3241
4270,persona_4270,30,F,Cota,3,6,0,2764
4271,persona_4271,27,F,Zipaquira,1,8,1,1275
4272,persona_4272,26,M,Zipaquira,3,4,1,2016
4273,persona_4273,22,M,Zipaquira,0,9,2,2981
4274,persona_4274,51,M,Chía,2,8,2,2405
4275,persona_4275,66,M,Cota,2,2,0,3603
4276,persona_4276,31,F,Bogotá,3,7,1,4374
4277,persona_4277,33,M,Bogotá,1,8,1,2660
4278,persona_4278,61,F,Cota,3,5,0,1331
4279,persona_4279,53,F,Zipaquira,1,7,1,1526
4280,persona_4280,52,F,Chía,0,0,2,1770
4281,persona_4281,24,F,Zipaquira,0,4,0,1323
4282,persona_4282,29,F,Chía,2,10,2,3480
4283,persona_4283,25,M,Chía,1,3,0,4951
4284,persona_4284,28,M,Zipaquira,0,7,2,1018
4285,persona_4285,68,F,Cajica,1,7,1,1750
4286,persona_4286,69,M,Chía,0,8,2,4731
4287,persona_4287,29,M,Zipaquira,0,8,1,3816
4288,persona_4288,45,M,Chía,2,9,0,2356
4289,persona_4289,64,F,Cajica,0,6,1,3586
4290,persona_4290,59,F,Zipaquira,0,3,0,2972
4291,persona_4291,25,F,Bogotá,1,4,1,3514
4292,persona_4292,68,F,Cota,1,5,0,2412
4293,persona_4293,49,M,Cota,3,7,1,3022
4294,persona_4294,49,M,Cota,2,2,0,3273
4295,persona_4295,65,F,Zipaquira,2,1,1,2159
4296,persona_4296,38,M,Cota,0,8,1,3083
4297,persona_4297,63,F,Chía,1,9,1,4258
4298,persona_4298,49,F,Cota,2,0,1,3356
4299,persona_4299,62,F,Chía,0,10,0,4534
4300,persona_4300,53,F,Chía,1,7,0,2878
4301,persona_4301,30,M,Cota,0,5,2,2331
4302,persona_4302,52,F,Chía,2,1,2,2825
4303,persona_4303,27,F,Bogotá,0,4,0,4654
4304,persona_4304,66,F,Cota,3,10,2,2481
4305,persona_4305,68,F,Chía,3,8,0,2513
4306,persona_4306,53,M,Zipaquira,2,5,0,4081
4307,persona_4307,68,M,Bogotá,3,5,0,2621
4308,persona_4308,54,F,Cajica,2,4,2,4009
4309,persona_4309,40,F,Bogotá,0,3,2,4773
4310,persona_4310,28,M,Cajica,2,4,1,3911
4311,persona_4311,68,F,Chía,0,10,2,3158
4312,persona_4312,52,F,Cota,0,8,0,3344
4313,persona_4313,46,F,Cajica,3,8,1,3346
4314,persona_4314,68,M,Chía,1,0,0,1789
4315,persona_4315,30,M,Bogotá,0,7,2,1166
4316,persona_4316,47,M,Cota,3,8,1,1651
4317,persona_4317,60,F,Cota,1,7,0,3578
4318,persona_4318,29,M,Zipaquira,2,7,2,4419
4319,persona_4319,59,M,Zipaquira,1,7,2,986
4320,persona_4320,55,F,Zipaquira,1,0,0,2248
4321,persona_4321,58,M,Zipaquira,2,8,1,3933
4322,persona_4322,54,F,Zipaquira,3,3,1,2145
4323,persona_4323,41,M,Cota,0,2,2,2306
4324,persona_4324,44,M,Cajica,0,1,1,1375
4325,persona_4325,21,F,Cajica,3,7,0,1486
4326,persona_4326,60,F,Cota,2,3,2,2996
4327,persona_4327,34,M,Zipaquira,1,9,2,3575
4328,persona_4328,55,F,Zipaquira,3,1,0,4114
4329,persona_4329,23,M,Cota,1,0,0,1678
4330,persona_4330,46,M,Cota,1,0,0,2742
4331,persona_4331,31,M,Chía,3,8,1,1650
4332,persona_4332,41,F,Bogotá,3,0,0,4242
4333,persona_4333,39,M,Chía,3,2,2,1469
4334,persona_4334,44,M,Cajica,1,9,2,2042
4335,persona_4335,70,M,Cota,3,9,0,4767
4336,persona_4336,29,F,Zipaquira,1,6,1,3305
4337,persona_4337,54,F,Bogotá,3,0,1,4395
4338,persona_4338,65,F,Zipaquira,2,2,0,4394
4339,persona_4339,44,F,Zipaquira,1,3,0,3913
4340,persona_4340,68,F,Cota,0,2,2,2715
4341,persona_4341,67,M,Zipaquira,3,10,2,3563
4342,persona_4342,34,M,Cota,3,10,2,3415
4343,persona_4343,26,F,Cajica,0,9,1,2461
4344,persona_4344,57,F,Zipaquira,1,1,2,3067
4345,persona_4345,70,M,Bogotá,0,2,0,1658
4346,persona_4346,43,M,Chía,1,6,2,2384
4347,persona_4347,59,F,Zipaquira,0,5,2,1081
4348,persona_4348,24,F,Cota,3,1,2,3541
4349,persona_4349,40,F,Cajica,2,0,0,3864
4350,persona_4350,57,M,Zipaquira,2,1,2,1971
4351,persona_4351,35,M,Zipaquira,1,3,1,2336
4352,persona_4352,53,F,Cajica,1,7,0,4741
4353,persona_4353,66,F,Zipaquira,2,7,0,2147
4354,persona_4354,24,M,Bogotá,1,6,1,933
4355,persona_4355,67,F,Zipaquira,3,4,1,4714
4356,persona_4356,40,F,Cota,2,2,0,4834
4357,persona_4357,38,F,Bogotá,0,1,2,1697
4358,persona_4358,55,F,Cota,2,10,1,2984
4359,persona_4359,64,M,Chía,0,9,1,1681
4360,persona_4360,46,M,Zipaquira,3,1,0,4088
4361,persona_4361,36,F,Cajica,0,8,1,2341
4362,persona_4362,32,F,Chía,2,2,0,1928
4363,persona_4363,29,M,Cajica,3,4,2,4260
4364,persona_4364,57,M,Cota,2,0,2,3838
4365,persona_4365,44,F,Chía,1,7,1,4322
4366,persona_4366,21,M,Chía,3,5,0,2669
4367,persona_4367,24,F,Cajica,1,9,0,1819
4368,persona_4368,26,M,Bogotá,1,7,1,3376
4369,persona_4369,33,F,Chía,1,9,0,2623
4370,persona_4370,47,F,Cota,2,9,1,1042
4371,persona_4371,58,M,Bogotá,2,9,1,2483
4372,persona_4372,46,M,Bogotá,1,9,0,1906
4373,persona_4373,53,F,Bogotá,3,1,1,3626
4374,persona_4374,22,M,Chía,2,1,2,4288
4375,persona_4375,44,M,Bogotá,1,8,2,1426
4376,persona_4376,51,M,Cajica,3,9,2,3254
4377,persona_4377,66,F,Chía,0,0,0,2042
4378,persona_4378,23,F,Zipaquira,1,6,1,3131
4379,persona_4379,65,F,Chía,3,8,1,1683
4380,persona_4380,43,F,Cajica,2,9,2,4022
4381,persona_4381,66,M,Cajica,1,9,1,4543
4382,persona_4382,54,M,Chía,3,2,1,4499
4383,persona_4383,62,F,Zipaquira,2,7,1,2735
4384,persona_4384,35,M,Bogotá,3,9,0,1362
4385,persona_4385,21,M,Chía,0,9,1,4588
4386,persona_4386,69,F,Zipaquira,3,7,2,3167
4387,persona_4387,21,M,Zipaquira,1,5,0,1448
4388,persona_4388,32,M,Cota,1,6,2,4697
4389,persona_4389,58,M,Chía,2,6,0,2070
4390,persona_4390,50,F,Chía,0,8,0,1366
4391,persona_4391,62,F,Zipaquira,0,2,1,1782
4392,persona_4392,53,M,Cota,0,9,2,3765
4393,persona_4393,28,M,Cajica,0,3,0,4884
4394,persona_4394,59,M,Chía,1,6,0,1185
4395,persona_4395,67,F,Cota,2,4,0,1762
4396,persona_4396,58,M,Bogotá,0,7,2,1466
4397,persona_4397,70,M,Bogotá,1,6,1,2312
4398,persona_4398,50,M,Chía,3,7,0,2814
4399,persona_4399,25,M,Zipaquira,3,10,0,2359
4400,persona_4400,69,M,Cajica,2,7,0,2687
4401,persona_4401,66,F,Zipaquira,0,6,0,1065
4402,persona_4402,21,F,Cajica,3,6,1,3578
4403,persona_4403,56,F,Cajica,1,9,2,1372
4404,persona_4404,64,F,Chía,2,1,1,945
4405,persona_4405,65,M,Bogotá,0,4,2,4975
4406,persona_4406,60,F,Chía,0,3,0,1932
4407,persona_4407,66,M,Zipaquira,3,0,0,4953
4408,persona_4408,61,M,Bogotá,3,2,0,4420
4409,persona_4409,57,F,Cota,2,2,0,4450
4410,persona_4410,31,M,Cajica,3,7,1,4788
4411,persona_4411,57,F,Cajica,3,6,2,4170
4412,persona_4412,65,F,Chía,2,2,2,4347
4413,persona_4413,36,F,Cajica,1,4,2,4623
4414,persona_4414,37,M,Zipaquira,2,7,2,3137
4415,persona_4415,27,F,Zipaquira,2,1,2,964
4416,persona_4416,44,M,Cajica,2,7,1,4226
4417,persona_4417,46,M,Bogotá,0,5,0,4638
4418,persona_4418,54,F,Zipaquira,0,5,0,4555
4419,persona_4419,66,F,Cota,1,3,2,4517
4420,persona_4420,30,M,Chía,1,2,0,3986
4421,persona_4421,49,F,Cota,1,6,0,2579
4422,persona_4422,55,F,Cajica,2,5,2,2651
4423,persona_4423,24,M,Zipaquira,3,10,0,2087
4424,persona_4424,59,M,Cajica,2,1,1,3517
4425,persona_4425,51,F,Chía,1,8,2,4407
4426,persona_4426,35,F,Bogotá,0,7,2,2538
4427,persona_4427,56,F,Chía,1,10,1,3854
4428,persona_4428,64,F,Bogotá,3,1,2,1715
4429,persona_4429,68,M,Zipaquira,0,4,0,3097
4430,persona_4430,59,M,Cota,3,9,0,3207
4431,persona_4431,36,M,Chía,0,1,2,4270
4432,persona_4432,64,F,Zipaquira,3,5,0,4755
4433,persona_4433,50,M,Cota,1,6,1,2597
4434,persona_4434,59,F,Bogotá,3,6,2,3404
4435,persona_4435,62,M,Zipaquira,2,8,2,1471
4436,persona_4436,27,M,Zipaquira,3,9,1,933
4437,persona_4437,29,F,Zipaquira,0,1,0,4869
4438,persona_4438,26,F,Cajica,2,7,1,1721
4439,persona_4439,28,F,Chía,3,0,1,1356
4440,persona_4440,38,F,Cota,2,1,2,2507
4441,persona_4441,51,M,Bogotá,1,6,0,1952
4442,persona_4442,25,M,Chía,1,2,1,1461
4443,persona_4443,42,M,Zipaquira,3,8,0,2689
4444,persona_4444,39,F,Zipaquira,1,3,2,2008
4445,persona_4445,47,M,Chía,1,2,0,1527
4446,persona_4446,67,M,Cota,2,2,0,2719
4447,persona_4447,21,F,Chía,3,9,2,4369
4448,persona_4448,36,F,Bogotá,3,6,2,4646
4449,persona_4449,55,M,Chía,3,1,1,956
4450,persona_4450,57,M,Cota,2,5,0,3944
4451,persona_4451,46,M,Chía,1,10,2,4156
4452,persona_4452,27,M,Chía,3,4,0,1142
4453,persona_4453,34,F,Chía,2,9,2,2166
4454,persona_4454,53,M,Chía,1,8,1,3501
4455,persona_4455,41,F,Cota,3,6,1,2749
4456,persona_4456,32,F,Chía,1,10,0,3457
4457,persona_4457,61,F,Cota,0,6,0,4169
4458,persona_4458,60,M,Cota,2,0,1,2556
4459,persona_4459,45,M,Chía,1,7,1,3392
4460,persona_4460,66,M,Cajica,3,6,1,2253
4461,persona_4461,52,M,Zipaquira,2,9,2,4525
4462,persona_4462,43,M,Chía,2,1,2,2149
4463,persona_4463,26,F,Bogotá,0,1,1,1250
4464,persona_4464,30,F,Bogotá,2,5,2,3312
4465,persona_4465,47,M,Zipaquira,2,6,0,2071
4466,persona_4466,69,F,Zipaquira,2,1,0,2167
4467,persona_4467,54,M,Bogotá,2,0,2,4169
4468,persona_4468,50,M,Bogotá,3,6,2,2052
4469,persona_4469,37,M,Zipaquira,2,4,2,3595
4470,persona_4470,33,M,Zipaquira,2,0,1,3858
4471,persona_4471,45,M,Bogotá,0,2,2,3959
4472,persona_4472,42,F,Bogotá,0,6,0,3285
4473,persona_4473,42,M,Zipaquira,2,3,1,1580
4474,persona_4474,47,M,Chía,3,0,1,1911
4475,persona_4475,43,M,Zipaquira,2,1,2,4890
4476,persona_4476,33,F,Zipaquira,0,2,1,1450
4477,persona_4477,66,M,Zipaquira,0,0,0,2090
4478,persona_4478,27,F,Bogotá,2,4,1,4639
4479,persona_4479,22,M,Bogotá,2,9,2,2602
4480,persona_4480,24,F,Chía,3,6,0,4610
4481,persona_4481,28,F,Cota,1,2,2,989
4482,persona_4482,44,M,Cota,2,8,1,3998
4483,persona_4483,51,F,Chía,1,0,1,992
4484,persona_4484,24,M,Cajica,2,7,2,2252
4485,persona_4485,53,M,Cajica,2,8,0,3000
4486,persona_4486,42,F,Cajica,2,8,0,953
4487,persona_4487,42,F,Cajica,1,6,2,4470
4488,persona_4488,51,M,Cajica,2,8,2,2742
4489,persona_4489,45,F,Zipaquira,0,0,1,4763
4490,persona_4490,68,M,Bogotá,2,7,0,2938
4491,persona_4491,35,F,Cajica,3,7,1,3298
4492,persona_4492,62,F,Bogotá,2,4,0,4578
4493,persona_4493,33,M,Zipaquira,0,4,2,3887
4494,persona_4494,53,M,Bogotá,1,8,1,3897
4495,persona_4495,35,M,Bogotá,1,3,1,3859
4496,persona_4496,56,F,Cajica,2,1,2,2064
4497,persona_4497,66,F,Bogotá,1,5,0,3595
4498,persona_4498,41,M,Cota,1,8,2,3091
4499,persona_4499,37,F,Bogotá,3,2,0,3090
4500,persona_4500,53,M,Chía,1,10,1,1706
4501,persona_4501,67,M,Cota,0,9,2,1618
4502,persona_4502,40,F,Cota,3,7,1,1452
4503,persona_4503,34,M,Chía,2,8,1,3181
4504,persona_4504,61,M,Zipaquira,2,5,1,3302
4505,persona_4505,49,F,Cota,0,9,1,1077
4506,persona_4506,60,F,Zipaquira,3,3,1,3057
4507,persona_4507,53,M,Zipaquira,0,9,2,2747
4508,persona_4508,21,F,Cota,2,2,0,2509
4509,persona_4509,32,M,Cajica,1,8,2,4176
4510,persona_4510,39,M,Cajica,2,2,2,4651
4511,persona_4511,39,M,Bogotá,0,9,0,2090
4512,persona_4512,39,M,Bogotá,1,5,1,4654
4513,persona_4513,41,M,Bogotá,1,6,1,4259
4514,persona_4514,46,F,Bogotá,0,8,0,2830
4515,persona_4515,20,F,Chía,1,5,2,3780
4516,persona_4516,56,M,Cajica,0,3,2,2301
4517,persona_4517,64,M,Zipaquira,3,0,2,3529
4518,persona_4518,50,F,Chía,0,2,0,1155
4519,persona_4519,65,F,Bogotá,3,8,1,4637
4520,persona_4520,37,F,Cota,0,9,1,4775
4521,persona_4521,42,M,Chía,3,10,0,1644
4522,persona_4522,62,F,Cota,3,3,2,2083
4523,persona_4523,27,F,Cajica,3,5,1,4002
4524,persona_4524,59,M,Cajica,1,0,2,2047
4525,persona_4525,30,F,Cajica,2,10,1,2712
4526,persona_4526,24,M,Bogotá,1,3,1,3588
4527,persona_4527,58,M,Zipaquira,3,3,0,4596
4528,persona_4528,61,F,Chía,1,7,2,2656
4529,persona_4529,44,M,Chía,3,6,2,1043
4530,persona_4530,32,F,Chía,0,10,0,1705
4531,persona_4531,36,M,Cota,1,5,0,3917
4532,persona_4532,42,F,Bogotá,1,3,1,3732
4533,persona_4533,56,F,Chía,0,2,1,1713
4534,persona_4534,28,M,Bogotá,2,1,0,3085
4535,persona_4535,58,M,Zipaquira,2,5,0,4407
4536,persona_4536,39,F,Bogotá,3,3,0,1516
4537,persona_4537,66,M,Bogotá,0,3,0,3002
4538,persona_4538,69,M,Chía,3,3,2,3742
4539,persona_4539,37,F,Cota,0,3,1,4468
4540,persona_4540,53,M,Cota,3,3,0,4171
4541,persona_4541,60,F,Cajica,2,10,1,1311
4542,persona_4542,30,M,Chía,2,3,1,1858
4543,persona_4543,32,M,Cajica,1,3,2,2719
4544,persona_4544,59,F,Chía,1,3,1,1449
4545,persona_4545,28,M,Zipaquira,3,0,0,2288
4546,persona_4546,61,M,Zipaquira,2,9,1,1497
4547,persona_4547,61,M,Cota,0,2,0,3057
4548,persona_4548,63,F,Bogotá,2,0,1,2070
4549,persona_4549,24,M,Bogotá,0,1,2,2597
4550,persona_4550,61,M,Zipaquira,2,9,1,3914
4551,persona_4551,62,F,Bogotá,3,4,2,2923
4552,persona_4552,47,M,Chía,0,4,0,1875
4553,persona_4553,52,M,Chía,1,7,2,3078
4554,persona_4554,62,F,Bogotá,2,8,1,4830
4555,persona_4555,36,M,Cajica,0,8,1,1812
4556,persona_4556,61,F,Bogotá,0,8,1,4888
4557,persona_4557,20,M,Bogotá,2,9,1,1935
4558,persona_4558,54,M,Cajica,0,9,0,4989
4559,persona_4559,36,F,Cota,2,4,1,991
4560,persona_4560,27,F,Chía,1,10,1,3714
4561,persona_4561,68,M,Zipaquira,0,5,1,1310
4562,persona_4562,63,F,Cajica,1,9,2,1499
4563,persona_4563,23,M,Zipaquira,1,0,2,3051
4564,persona_4564,31,F,Bogotá,3,0,1,1804
4565,persona_4565,67,F,Chía,2,0,2,3354
4566,persona_4566,35,M,Cajica,1,4,0,4988
4567,persona_4567,43,M,Zipaquira,3,6,0,4441
4568,persona_4568,29,F,Cajica,2,10,2,4923
4569,persona_4569,31,M,Bogotá,0,10,0,1087
4570,persona_4570,70,F,Zipaquira,3,8,1,1862
4571,persona_4571,41,F,Chía,1,1,1,1035
4572,persona_4572,39,M,Bogotá,1,3,2,1435
4573,persona_4573,27,F,Bogotá,2,8,0,2120
4574,persona_4574,50,M,Cajica,0,0,1,3473
4575,persona_4575,44,F,Chía,0,0,1,1187
4576,persona_4576,48,M,Cajica,1,1,0,3560
4577,persona_4577,49,M,Bogotá,0,8,1,4010
4578,persona_4578,63,M,Bogotá,3,5,2,2287
4579,persona_4579,51,F,Cota,1,0,2,1029
4580,persona_4580,60,F,Zipaquira,1,2,1,3550
4581,persona_4581,50,M,Zipaquira,0,9,2,4355
4582,persona_4582,25,F,Chía,0,3,0,4803
4583,persona_4583,21,F,Cota,0,2,2,2666
4584,persona_4584,34,M,Cajica,3,7,2,1985
4585,persona_4585,46,M,Cota,2,0,1,4362
4586,persona_4586,42,F,Cota,0,2,2,2752
4587,persona_4587,41,F,Zipaquira,2,7,1,1024
4588,persona_4588,25,M,Zipaquira,1,4,2,3971
4589,persona_4589,61,F,Zipaquira,3,6,1,3279
4590,persona_4590,57,M,Bogotá,2,4,1,3154
4591,persona_4591,59,M,Bogotá,1,3,2,4058
4592,persona_4592,28,F,Zipaquira,0,10,2,2330
4593,persona_4593,21,F,Bogotá,3,2,2,2926
4594,persona_4594,45,M,Bogotá,0,8,2,1890
4595,persona_4595,66,M,Chía,0,8,2,2224
4596,persona_4596,58,M,Zipaquira,2,2,0,2473
4597,persona_4597,67,M,Cota,2,3,1,2411
4598,persona_4598,57,F,Cajica,2,2,1,3507
4599,persona_4599,22,M,Cajica,2,4,2,1270
4600,persona_4600,42,M,Chía,2,4,2,1066
4601,persona_4601,56,F,Zipaquira,3,10,0,1514
4602,persona_4602,64,F,Chía,3,3,1,1016
4603,persona_4603,37,M,Bogotá,1,8,0,3004
4604,persona_4604,58,M,Cajica,2,0,0,4009
4605,persona_4605,34,F,Zipaquira,1,0,2,1095
4606,persona_4606,43,M,Bogotá,2,9,0,4679
4607,persona_4607,67,M,Chía,0,6,1,1181
4608,persona_4608,54,F,Chía,2,5,0,2594
4609,persona_4609,48,M,Chía,3,1,2,3487
4610,persona_4610,35,M,Cota,2,9,0,3436
4611,persona_4611,52,F,Cota,2,1,0,4971
4612,persona_4612,41,M,Chía,2,1,0,1845
4613,persona_4613,42,M,Zipaquira,2,4,1,1826
4614,persona_4614,69,F,Chía,0,7,0,4008
4615,persona_4615,32,M,Cota,3,4,1,1400
4616,persona_4616,63,M,Cota,0,8,0,2904
4617,persona_4617,20,F,Bogotá,2,2,1,1865
4618,persona_4618,52,M,Zipaquira,1,3,2,2633
4619,persona_4619,51,F,Cajica,2,0,2,1418
4620,persona_4620,46,F,Chía,2,9,0,4704
4621,persona_4621,23,M,Cajica,0,6,2,4998
4622,persona_4622,65,F,Zipaquira,0,2,0,3172
4623,persona_4623,62,F,Cajica,2,6,2,983
4624,persona_4624,70,F,Cajica,2,5,0,2944
4625,persona_4625,40,M,Cota,0,9,1,3467
4626,persona_4626,31,F,Cota,3,9,0,4628
4627,persona_4627,61,M,Chía,0,0,2,1318
4628,persona_4628,36,M,Zipaquira,0,6,2,1328
4629,persona_4629,70,F,Chía,1,9,0,4588
4630,persona_4630,70,F,Bogotá,1,4,0,4266
4631,persona_4631,39,M,Cota,2,10,1,4192
4632,persona_4632,23,F,Cota,0,3,2,2502
4633,persona_4633,57,F,Cajica,0,2,1,2702
4634,persona_4634,51,F,Cajica,1,2,0,4505
4635,persona_4635,33,F,Cajica,0,6,1,1056
4636,persona_4636,57,M,Zipaquira,1,10,2,4319
4637,persona_4637,40,M,Zipaquira,2,0,2,987
4638,persona_4638,55,F,Bogotá,3,7,1,3113
4639,persona_4639,31,M,Cota,2,7,1,2980
4640,persona_4640,58,F,Cajica,2,1,2,3742
4641,persona_4641,45,M,Zipaquira,1,0,2,2276
4642,persona_4642,28,F,Cajica,2,7,0,2012
4643,persona_4643,44,F,Zipaquira,3,0,2,4380
4644,persona_4644,49,M,Zipaquira,0,7,2,1448
4645,persona_4645,65,M,Zipaquira,3,1,0,3987
4646,persona_4646,55,M,Cajica,3,4,2,2880
4647,persona_4647,47,M,Chía,0,0,0,1952
4648,persona_4648,38,F,Zipaquira,3,0,0,2492
4649,persona_4649,24,F,Zipaquira,1,1,0,4868
4650,persona_4650,29,M,Chía,3,3,2,2323
4651,persona_4651,68,F,Zipaquira,2,0,2,3595
4652,persona_4652,44,M,Cajica,1,10,2,3680
