,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salarios
5874,persona_5874,45,M,Cota,2,1,0,996
5875,persona_5875,58,M,Cota,0,10,1,3403
5876,persona_5876,46,F,Bogotá,1,6,1,1092
5877,persona_5877,35,F,Cajica,0,8,0,2468
5878,persona_5878,41,M,Chía,1,0,1,3615
5879,persona_5879,55,F,Chía,0,4,1,3335
5880,persona_5880,30,F,Cota,3,4,1,2630
5881,persona_5881,38,M,Chía,2,6,0,4832
5882,persona_5882,52,F,Chía,0,5,2,1591
5883,persona_5883,37,M,Chía,2,8,2,4366
5884,persona_5884,21,F,Cota,2,6,0,2934
5885,persona_5885,45,M,Cajica,2,1,2,3932
5886,persona_5886,67,M,Zipaquira,1,2,2,2173
5887,persona_5887,33,F,Bogotá,0,1,0,1429
5888,persona_5888,53,M,Zipaquira,1,6,0,2746
5889,persona_5889,26,F,Cota,2,2,2,4875
5890,persona_5890,52,M,Cota,1,6,1,4668
5891,persona_5891,61,M,Chía,0,9,1,1226
5892,persona_5892,32,M,Zipaquira,2,9,0,1301
5893,persona_5893,40,F,Bogotá,0,6,1,2975
5894,persona_5894,53,M,Zipaquira,2,0,0,1423
5895,persona_5895,31,M,Cota,1,1,1,2653
5896,persona_5896,28,F,Chía,2,1,2,1443
5897,persona_5897,30,F,Bogotá,1,6,2,3423
5898,persona_5898,60,M,Cajica,0,1,0,3010
5899,persona_5899,69,F,Chía,1,8,1,1539
5900,persona_5900,42,M,Cajica,2,6,2,3585
5901,persona_5901,42,F,Bogotá,0,6,0,4832
5902,persona_5902,49,F,Zipaquira,1,0,0,3199
5903,persona_5903,42,M,Chía,0,2,2,1786
5904,persona_5904,52,M,Chía,3,9,1,4616
5905,persona_5905,40,F,Zipaquira,3,6,1,1097
5906,persona_5906,33,F,Cota,3,3,1,1079
5907,persona_5907,70,M,Cajica,0,4,2,3718
5908,persona_5908,55,M,Zipaquira,0,1,1,2238
5909,persona_5909,61,M,Cajica,2,5,1,1904
5910,persona_5910,23,F,Zipaquira,3,3,1,3810
5911,persona_5911,51,M,Cajica,0,7,1,2233
5912,persona_5912,37,M,Bogotá,1,3,1,3491
5913,persona_5913,21,F,Cota,2,4,2,4126
5914,persona_5914,39,F,Cajica,0,3,0,4444
5915,persona_5915,42,M,Zipaquira,2,2,0,4312
5916,persona_5916,47,M,Zipaquira,1,5,0,2887
5917,persona_5917,34,F,Zipaquira,3,2,2,973
5918,persona_5918,20,F,Chía,3,10,2,1527
5919,persona_5919,41,F,Bogotá,1,9,1,2419
5920,persona_5920,51,F,Cota,3,7,2,4467
5921,persona_5921,64,M,Chía,1,7,0,3265
5922,persona_5922,63,F,Cajica,2,4,0,3423
5923,persona_5923,47,F,Zipaquira,3,9,2,4305
5924,persona_5924,61,M,Zipaquira,1,9,1,1354
5925,persona_5925,46,F,Chía,1,6,1,3819
5926,persona_5926,55,M,Bogotá,2,0,2,4566
5927,persona_5927,24,M,Cajica,0,8,0,4088
5928,persona_5928,62,F,Zipaquira,1,4,2,3580
5929,persona_5929,66,F,Bogotá,3,5,0,2403
5930,persona_5930,42,M,Cota,1,5,0,3531
5931,persona_5931,64,M,Cota,0,5,0,2246
5932,persona_5932,32,M,Cajica,1,1,0,1344
5933,persona_5933,37,F,Chía,3,3,1,4061
5934,persona_5934,52,F,Bogotá,0,0,2,4732
5935,persona_5935,29,F,Chía,1,10,0,3945
5936,persona_5936,43,F,Chía,0,10,0,2059
5937,persona_5937,55,M,Cajica,3,9,0,1116
5938,persona_5938,68,F,Bogotá,1,2,0,1764
5939,persona_5939,60,F,Zipaquira,3,3,1,3126
5940,persona_5940,57,F,Bogotá,2,3,0,3819
5941,persona_5941,61,M,Chía,1,4,1,2340
5942,persona_5942,37,F,Cota,3,9,0,1376
5943,persona_5943,31,F,Bogotá,3,3,2,4760
5944,persona_5944,44,F,Cota,1,5,1,4709
5945,persona_5945,44,F,Cajica,2,2,0,4006
5946,persona_5946,67,F,Zipaquira,1,0,0,1122
5947,persona_5947,46,F,Cota,2,0,1,3851
5948,persona_5948,40,F,Cajica,1,9,0,1807
5949,persona_5949,45,M,Cajica,2,7,2,3229
5950,persona_5950,62,M,Cajica,1,3,1,1210
5951,persona_5951,32,F,Cajica,1,10,2,3738
5952,persona_5952,35,M,Cota,1,3,1,2720
5953,persona_5953,47,M,Zipaquira,0,7,1,1601
5954,persona_5954,67,M,Bogotá,0,1,0,1551
5955,persona_5955,64,F,Zipaquira,2,0,1,3263
5956,persona_5956,53,M,Zipaquira,2,8,2,1419
5957,persona_5957,60,F,Bogotá,3,10,1,1979
5958,persona_5958,34,F,Cota,0,0,1,4729
5959,persona_5959,57,F,Cota,0,10,1,2807
5960,persona_5960,24,M,Bogotá,1,2,0,3074
5961,persona_5961,37,M,Chía,2,4,0,3793
5962,persona_5962,51,F,Cajica,2,1,2,4213
5963,persona_5963,59,M,Chía,0,0,2,1486
5964,persona_5964,68,F,Bogotá,0,7,2,2835
5965,persona_5965,26,M,Zipaquira,2,3,2,2325
5966,persona_5966,48,F,Chía,3,5,0,4912
5967,persona_5967,39,F,Cota,3,6,0,3606
5968,persona_5968,59,F,Zipaquira,3,7,2,2026
5969,persona_5969,48,M,Cota,3,1,2,1032
5970,persona_5970,69,M,Chía,2,10,2,3663
5971,persona_5971,70,M,Chía,3,5,0,2856
5972,persona_5972,54,F,Chía,0,10,2,1919
5973,persona_5973,50,M,Zipaquira,1,9,0,4941
5974,persona_5974,25,F,Cajica,3,0,1,2588
5975,persona_5975,46,M,Bogotá,0,2,1,3317
5976,persona_5976,56,M,Chía,0,3,0,1738
5977,persona_5977,62,M,Zipaquira,1,0,0,2597
5978,persona_5978,70,F,Zipaquira,0,2,2,4183
5979,persona_5979,70,F,Chía,0,0,1,4527
5980,persona_5980,68,F,Chía,2,6,1,1347
5981,persona_5981,64,M,Cajica,0,6,0,2753
5982,persona_5982,47,F,Chía,0,0,0,2563
5983,persona_5983,27,F,Chía,3,10,2,1488
5984,persona_5984,49,M,Cota,2,9,1,1266
5985,persona_5985,67,F,Zipaquira,0,8,1,1043
5986,persona_5986,48,M,Zipaquira,0,3,2,1823
5987,persona_5987,31,F,Bogotá,3,1,1,3458
5988,persona_5988,60,M,Zipaquira,3,3,0,1403
5989,persona_5989,35,M,Cota,3,0,1,1424
5990,persona_5990,58,M,Bogotá,2,1,0,1839
5991,persona_5991,66,F,Chía,1,2,0,2116
5992,persona_5992,49,M,Cota,3,8,2,2408
5993,persona_5993,48,M,Cota,0,4,2,3519
5994,persona_5994,34,F,Cota,1,10,0,1857
5995,persona_5995,47,F,Bogotá,0,2,0,2300
5996,persona_5996,48,M,Cajica,3,2,2,3447
5997,persona_5997,65,M,Bogotá,2,0,0,2370
5998,persona_5998,62,M,Zipaquira,2,9,2,4082
5999,persona_5999,70,M,Cota,1,4,2,3909
6000,persona_6000,33,M,Cota,2,9,2,3055
6001,persona_6001,35,F,Cota,1,2,1,1508
6002,persona_6002,29,M,Cota,2,3,1,4008
6003,persona_6003,56,M,Cajica,2,9,1,3864
6004,persona_6004,70,M,Chía,0,6,2,2351
6005,persona_6005,69,F,Zipaquira,3,3,0,1647
6006,persona_6006,54,M,Zipaquira,2,4,1,3723
6007,persona_6007,66,M,Zipaquira,3,6,0,4777
6008,persona_6008,52,M,Cota,1,2,0,3839
6009,persona_6009,46,F,Cajica,0,5,0,3754
6010,persona_6010,23,M,Chía,1,4,1,1772
6011,persona_6011,63,F,Cajica,2,10,2,4605
6012,persona_6012,65,M,Zipaquira,0,7,0,3242
6013,persona_6013,58,M,Cajica,1,3,2,4213
6014,persona_6014,42,F,Chía,3,10,1,2460
6015,persona_6015,34,F,Chía,0,6,0,1246
6016,persona_6016,57,F,Bogotá,0,6,0,1575
6017,persona_6017,63,F,Chía,3,9,1,948
6018,persona_6018,70,F,Cajica,3,8,0,3867
6019,persona_6019,53,F,Cajica,1,8,0,2281
6020,persona_6020,48,M,Cajica,0,7,0,1837
6021,persona_6021,51,M,Cota,2,3,1,1667
6022,persona_6022,41,M,Chía,0,1,1,3217
6023,persona_6023,32,F,Bogotá,3,5,2,3449
6024,persona_6024,41,M,Zipaquira,0,9,2,1280
6025,persona_6025,63,M,Cota,0,1,1,3054
6026,persona_6026,40,F,Cajica,2,10,2,1750
6027,persona_6027,38,F,Zipaquira,2,9,1,1308
6028,persona_6028,44,M,Cota,1,8,1,4998
6029,persona_6029,35,M,Chía,0,6,0,3002
6030,persona_6030,22,F,Bogotá,0,9,1,3465
6031,persona_6031,29,M,Cajica,3,5,1,3937
6032,persona_6032,41,M,Cajica,3,7,2,3051
6033,persona_6033,39,M,Chía,3,4,2,3771
6034,persona_6034,70,M,Chía,1,10,1,4258
6035,persona_6035,31,M,Zipaquira,2,1,1,2771
6036,persona_6036,59,M,Cajica,3,4,1,2978
6037,persona_6037,33,F,Chía,0,2,1,4221
6038,persona_6038,47,F,Cota,2,4,0,3072
6039,persona_6039,60,F,Cajica,3,0,2,1538
6040,persona_6040,51,F,Cajica,1,9,0,1176
6041,persona_6041,64,F,Cota,2,1,1,4092
6042,persona_6042,20,M,Chía,1,7,2,4755
6043,persona_6043,26,F,Zipaquira,0,4,1,1039
6044,persona_6044,57,M,Zipaquira,2,6,0,4717
6045,persona_6045,53,F,Cajica,2,2,0,4803
6046,persona_6046,63,M,Zipaquira,3,10,1,2401
6047,persona_6047,59,F,Chía,3,4,2,972
6048,persona_6048,65,F,Cajica,2,2,0,2544
6049,persona_6049,64,F,Chía,1,3,1,1880
6050,persona_6050,64,M,Cota,3,8,2,1297
6051,persona_6051,58,M,Chía,1,3,0,1547
6052,persona_6052,65,M,Cota,3,2,0,3810
6053,persona_6053,54,F,Chía,0,9,1,3064
6054,persona_6054,44,F,Cajica,1,8,0,1753
6055,persona_6055,21,F,Cajica,3,2,1,4999
6056,persona_6056,30,M,Cajica,2,5,2,4147
6057,persona_6057,31,F,Zipaquira,2,9,0,3820
6058,persona_6058,28,M,Bogotá,1,5,1,3897
6059,persona_6059,52,M,Chía,3,7,0,2758
6060,persona_6060,47,F,Bogotá,3,10,0,3403
6061,persona_6061,57,M,Cota,1,9,2,4231
6062,persona_6062,26,M,Cajica,3,0,0,2784
6063,persona_6063,58,F,Bogotá,0,0,2,4582
6064,persona_6064,60,M,Cota,2,5,1,3181
6065,persona_6065,21,M,Bogotá,1,6,0,2020
6066,persona_6066,29,F,Zipaquira,1,10,0,2245
6067,persona_6067,65,M,Zipaquira,3,4,1,4050
6068,persona_6068,68,M,Cajica,0,7,1,3599
6069,persona_6069,55,M,Bogotá,2,7,0,4093
6070,persona_6070,52,F,Cajica,0,0,1,3821
6071,persona_6071,42,F,Zipaquira,1,3,1,3449
6072,persona_6072,24,F,Cajica,0,10,1,2127
6073,persona_6073,57,F,Zipaquira,0,4,2,1437
6074,persona_6074,66,M,Zipaquira,2,1,2,2506
6075,persona_6075,32,F,Cajica,1,7,2,3616
6076,persona_6076,67,M,Cajica,3,9,1,4858
6077,persona_6077,40,F,Cajica,3,10,1,1484
6078,persona_6078,31,F,Cota,3,0,0,2598
6079,persona_6079,30,M,Chía,1,5,0,2669
6080,persona_6080,50,M,Cajica,1,10,2,3320
6081,persona_6081,70,F,Zipaquira,0,0,0,1596
6082,persona_6082,28,F,Cajica,3,1,2,2395
6083,persona_6083,39,M,Chía,2,10,1,1099
6084,persona_6084,58,M,Zipaquira,2,2,2,4214
6085,persona_6085,50,M,Cajica,3,3,2,2001
6086,persona_6086,61,M,Cota,0,8,1,2690
6087,persona_6087,57,M,Cota,2,8,2,4248
6088,persona_6088,33,M,Cajica,3,0,1,3513
6089,persona_6089,28,F,Cota,0,9,2,1625
6090,persona_6090,64,F,Cota,2,4,1,2721
6091,persona_6091,42,F,Cota,2,8,1,2916
6092,persona_6092,51,F,Cota,0,7,0,1631
6093,persona_6093,67,F,Cajica,1,3,0,1000
6094,persona_6094,45,M,Cajica,3,0,0,2233
6095,persona_6095,70,M,Cajica,0,3,0,4975
6096,persona_6096,22,M,Zipaquira,2,7,2,4643
6097,persona_6097,45,F,Bogotá,2,6,2,1138
6098,persona_6098,21,M,Cota,0,6,0,1432
6099,persona_6099,28,F,Cota,0,9,1,4592
6100,persona_6100,52,M,Cajica,0,10,0,4305
6101,persona_6101,43,M,Chía,0,2,0,4616
6102,persona_6102,69,M,Chía,2,6,2,3409
6103,persona_6103,43,F,Bogotá,2,10,0,3627
6104,persona_6104,32,F,Cota,3,0,1,2061
6105,persona_6105,59,M,Chía,1,0,2,4372
6106,persona_6106,60,F,Bogotá,0,2,2,4067
6107,persona_6107,48,F,Cajica,1,2,1,2253
6108,persona_6108,47,M,Cota,2,8,1,4838
6109,persona_6109,40,F,Zipaquira,1,9,0,1297
6110,persona_6110,68,F,Bogotá,0,0,2,1383
6111,persona_6111,70,M,Zipaquira,3,0,2,4381
6112,persona_6112,45,M,Cajica,1,0,0,3951
6113,persona_6113,62,F,Cajica,2,0,2,1982
6114,persona_6114,43,F,Chía,3,9,0,4441
6115,persona_6115,62,F,Bogotá,3,6,0,2669
6116,persona_6116,65,M,Cajica,0,7,1,3650
6117,persona_6117,52,F,Zipaquira,3,1,1,2732
6118,persona_6118,34,M,Bogotá,2,6,2,4803
6119,persona_6119,44,M,Bogotá,1,6,1,4133
6120,persona_6120,59,M,Cajica,2,9,2,4615
6121,persona_6121,21,F,Cota,1,10,2,1623
6122,persona_6122,39,M,Bogotá,2,4,2,4531
6123,persona_6123,51,M,Cota,0,10,0,3107
6124,persona_6124,32,F,Cota,1,3,0,2609
6125,persona_6125,47,M,Cajica,2,3,1,2094
6126,persona_6126,60,M,Cajica,3,4,2,3323
6127,persona_6127,62,F,Cota,1,3,2,4001
6128,persona_6128,43,M,Bogotá,3,3,1,4446
6129,persona_6129,42,M,Cajica,2,0,0,3957
6130,persona_6130,21,F,Cota,3,8,0,4122
6131,persona_6131,23,M,Bogotá,2,8,0,3222
6132,persona_6132,48,F,Cajica,1,6,2,2955
6133,persona_6133,36,M,Chía,0,2,2,1437
6134,persona_6134,53,F,Cota,2,8,1,4015
6135,persona_6135,24,M,Cota,0,5,0,4545
6136,persona_6136,45,F,Chía,3,3,1,4788
6137,persona_6137,68,F,Chía,0,2,2,1001
6138,persona_6138,50,F,Cajica,1,4,1,2324
6139,persona_6139,70,M,Bogotá,0,10,2,2852
6140,persona_6140,52,F,Cajica,0,3,0,4516
6141,persona_6141,24,F,Bogotá,1,1,0,4456
6142,persona_6142,64,M,Bogotá,1,0,2,1491
6143,persona_6143,58,M,Chía,1,6,1,4846
6144,persona_6144,33,F,Cota,2,4,2,3749
6145,persona_6145,34,M,Cota,0,1,0,2969
6146,persona_6146,65,M,Chía,0,0,2,4264
6147,persona_6147,42,M,Chía,2,5,1,3791
6148,persona_6148,26,F,Bogotá,0,6,0,2473
6149,persona_6149,63,M,Chía,0,6,2,1275
6150,persona_6150,46,M,Cajica,1,3,0,2204
6151,persona_6151,38,F,Bogotá,2,5,0,1263
6152,persona_6152,20,M,Cota,2,6,2,2120
6153,persona_6153,28,F,Cajica,0,10,0,1020
6154,persona_6154,27,F,Bogotá,0,6,1,3746
6155,persona_6155,57,F,Zipaquira,2,9,1,4816
6156,persona_6156,39,F,Zipaquira,3,4,2,2035
6157,persona_6157,47,F,Cota,2,4,0,1831
6158,persona_6158,35,F,Zipaquira,0,3,1,3146
6159,persona_6159,66,F,Cajica,0,4,0,4819
6160,persona_6160,61,M,Zipaquira,3,3,0,2573
6161,persona_6161,43,F,Bogotá,2,4,2,2198
6162,persona_6162,31,F,Bogotá,0,7,1,1900
6163,persona_6163,50,F,Cota,1,4,0,4845
6164,persona_6164,30,F,Bogotá,1,4,2,2402
6165,persona_6165,48,F,Bogotá,0,0,0,2727
6166,persona_6166,61,F,Chía,2,7,2,3896
6167,persona_6167,20,M,Zipaquira,0,7,1,1336
6168,persona_6168,33,M,Cota,1,7,2,1009
6169,persona_6169,36,M,Chía,3,8,2,2169
6170,persona_6170,22,M,Cajica,3,5,0,3848
6171,persona_6171,44,F,Zipaquira,3,2,2,4146
6172,persona_6172,65,F,Bogotá,3,1,2,3511
6173,persona_6173,50,F,Cajica,3,6,2,3979
6174,persona_6174,53,F,Bogotá,0,3,1,1468
6175,persona_6175,32,M,Cajica,2,0,0,1351
6176,persona_6176,41,F,Bogotá,2,7,1,3670
6177,persona_6177,69,F,Cajica,1,0,0,2479
6178,persona_6178,48,F,Cota,3,7,1,3520
6179,persona_6179,34,F,Cajica,2,1,1,2542
6180,persona_6180,52,M,Chía,2,4,2,3274
6181,persona_6181,40,M,Cajica,1,2,2,4310
6182,persona_6182,63,F,Chía,1,5,2,3152
6183,persona_6183,52,F,Zipaquira,1,8,1,1726
6184,persona_6184,69,F,Cota,1,8,1,1878
6185,persona_6185,21,F,Bogotá,3,3,0,2897
6186,persona_6186,48,M,Bogotá,1,6,1,4511
6187,persona_6187,46,M,Chía,2,8,2,3796
6188,persona_6188,34,M,Zipaquira,0,7,1,900
6189,persona_6189,51,F,Chía,0,4,2,4000
6190,persona_6190,43,F,Chía,2,1,2,931
6191,persona_6191,23,M,Cajica,3,3,2,2563
6192,persona_6192,42,M,Bogotá,2,5,2,3557
6193,persona_6193,60,F,Zipaquira,2,7,0,2643
6194,persona_6194,60,F,Cota,0,10,2,2295
6195,persona_6195,70,M,Zipaquira,3,8,0,1985
6196,persona_6196,62,M,Zipaquira,2,9,0,3563
6197,persona_6197,43,F,Chía,3,7,1,3214
6198,persona_6198,25,M,Cota,3,10,0,2155
6199,persona_6199,67,M,Zipaquira,0,3,2,1566
6200,persona_6200,63,M,Chía,2,10,1,2929
6201,persona_6201,24,F,Bogotá,3,9,2,2695
6202,persona_6202,70,F,Chía,3,0,0,2970
6203,persona_6203,65,M,Chía,2,6,1,2309
6204,persona_6204,24,F,Chía,3,8,1,2611
6205,persona_6205,63,M,Bogotá,2,8,0,4656
6206,persona_6206,59,F,Cajica,1,3,1,4805
6207,persona_6207,26,F,Cajica,1,1,0,2652
6208,persona_6208,64,F,Cota,1,2,2,3761
6209,persona_6209,49,F,Chía,0,6,1,4704
6210,persona_6210,40,M,Zipaquira,3,8,1,4886
6211,persona_6211,55,F,Chía,3,5,0,3800
6212,persona_6212,40,F,Cajica,0,6,2,1615
6213,persona_6213,57,F,Chía,0,1,1,4936
6214,persona_6214,27,F,Cajica,1,4,2,1495
6215,persona_6215,20,F,Cota,3,7,0,1782
6216,persona_6216,23,F,Chía,3,6,1,4527
6217,persona_6217,24,F,Chía,3,1,0,3953
6218,persona_6218,33,F,Chía,2,0,2,3794
6219,persona_6219,64,F,Cajica,0,6,2,4957
6220,persona_6220,37,M,Zipaquira,1,6,2,1250
6221,persona_6221,37,M,Zipaquira,1,6,1,4124
6222,persona_6222,55,M,Zipaquira,0,5,1,1245
6223,persona_6223,34,M,Bogotá,1,9,0,3915
6224,persona_6224,40,M,Cajica,2,5,0,2808
6225,persona_6225,56,F,Bogotá,1,8,2,3717
6226,persona_6226,53,M,Cota,0,6,2,4494
6227,persona_6227,21,F,Chía,0,7,0,3828
6228,persona_6228,47,M,Bogotá,0,1,0,2659
6229,persona_6229,33,F,Cota,2,9,2,910
6230,persona_6230,39,M,Cota,1,4,1,2686
6231,persona_6231,58,M,Bogotá,2,2,0,3099
6232,persona_6232,32,F,Zipaquira,1,3,0,3994
6233,persona_6233,49,M,Chía,3,0,0,3056
6234,persona_6234,56,F,Cota,1,8,1,2663
6235,persona_6235,44,M,Zipaquira,2,7,2,3333
6236,persona_6236,61,F,Cajica,2,2,1,4483
6237,persona_6237,48,M,Bogotá,0,8,2,2432
6238,persona_6238,68,M,Bogotá,2,1,1,3803
6239,persona_6239,65,M,Cota,1,0,0,3274
6240,persona_6240,27,M,Cajica,2,0,0,2247
6241,persona_6241,57,F,Chía,0,2,0,1863
6242,persona_6242,22,F,Chía,1,10,2,3666
6243,persona_6243,22,F,Cajica,3,5,1,2926
6244,persona_6244,67,M,Bogotá,3,4,0,4388
6245,persona_6245,55,M,Bogotá,0,0,1,2072
6246,persona_6246,69,M,Chía,2,4,1,2747
6247,persona_6247,66,F,Cajica,3,9,1,4483
6248,persona_6248,41,F,Chía,1,1,0,1016
6249,persona_6249,34,F,Chía,1,6,2,4941
6250,persona_6250,65,F,Zipaquira,0,6,0,4517
6251,persona_6251,68,M,Cota,1,0,2,4568
6252,persona_6252,46,F,Cajica,2,7,1,3018
6253,persona_6253,58,M,Bogotá,0,7,0,3916
6254,persona_6254,36,F,Zipaquira,2,6,2,1641
6255,persona_6255,58,M,Cota,1,10,1,3563
6256,persona_6256,20,M,Cota,0,5,2,906
6257,persona_6257,64,M,Zipaquira,1,1,2,3191
6258,persona_6258,21,F,Chía,0,4,2,1373
6259,persona_6259,20,F,Bogotá,1,0,1,1299
6260,persona_6260,69,M,Chía,3,5,2,2119
6261,persona_6261,51,F,Zipaquira,1,3,2,3431
6262,persona_6262,32,M,Bogotá,0,3,0,3915
6263,persona_6263,34,M,Cota,3,4,2,1721
6264,persona_6264,34,M,Cota,1,3,2,4982
6265,persona_6265,20,F,Chía,2,2,1,1245
6266,persona_6266,52,M,Cajica,0,8,0,3503
6267,persona_6267,62,F,Cajica,3,3,2,2275
6268,persona_6268,60,F,Cajica,1,7,2,2305
6269,persona_6269,51,F,Cajica,2,2,1,4902
6270,persona_6270,21,F,Cota,3,1,1,3178
6271,persona_6271,48,M,Chía,3,9,1,2851
6272,persona_6272,21,F,Cota,0,9,0,4536
6273,persona_6273,43,F,Chía,1,8,1,4830
6274,persona_6274,23,F,Cajica,2,5,2,3356
6275,persona_6275,36,M,Zipaquira,1,5,2,2212
6276,persona_6276,51,M,Cota,0,0,1,3017
6277,persona_6277,64,F,Bogotá,3,6,2,1358
6278,persona_6278,25,M,Chía,1,10,1,1643
6279,persona_6279,39,M,Cota,1,4,1,2419
6280,persona_6280,33,F,Bogotá,3,9,1,3335
6281,persona_6281,25,F,Chía,2,7,1,3255
6282,persona_6282,67,F,Cajica,3,7,0,4932
6283,persona_6283,68,F,Cota,2,0,2,3012
6284,persona_6284,60,M,Cota,0,10,1,4208
6285,persona_6285,36,F,Bogotá,1,3,2,2029
6286,persona_6286,58,M,Zipaquira,1,1,2,2885
6287,persona_6287,33,F,Cajica,2,9,0,4368
6288,persona_6288,22,F,Zipaquira,2,1,0,3306
6289,persona_6289,46,F,Zipaquira,0,6,0,3928
6290,persona_6290,60,M,Cota,0,4,0,3300
6291,persona_6291,64,F,Chía,3,10,2,913
6292,persona_6292,62,M,Cajica,1,6,0,2471
6293,persona_6293,28,F,Zipaquira,0,0,1,4381
6294,persona_6294,53,F,Bogotá,2,5,1,2293
6295,persona_6295,57,F,Chía,0,3,2,2757
6296,persona_6296,58,F,Chía,1,5,2,3514
6297,persona_6297,22,F,Cota,1,7,0,1856
6298,persona_6298,51,M,Cota,0,9,0,4080
6299,persona_6299,27,F,Bogotá,0,5,0,4912
6300,persona_6300,49,F,Bogotá,3,5,0,3222
6301,persona_6301,60,F,Cajica,0,7,1,910
6302,persona_6302,27,F,Chía,1,0,2,2058
6303,persona_6303,42,M,Chía,3,6,2,2822
6304,persona_6304,29,M,Cota,2,9,0,3961
6305,persona_6305,25,M,Zipaquira,2,10,2,3132
6306,persona_6306,25,M,Cajica,3,3,1,4814
6307,persona_6307,56,F,Chía,2,5,2,4587
6308,persona_6308,61,F,Cajica,0,9,1,4642
6309,persona_6309,60,M,Chía,0,7,2,3296
6310,persona_6310,24,M,Bogotá,2,2,1,2309
6311,persona_6311,40,M,Zipaquira,3,10,2,1206
6312,persona_6312,60,F,Zipaquira,3,2,1,2899
6313,persona_6313,67,M,Chía,3,5,2,4978
6314,persona_6314,30,F,Zipaquira,3,4,1,4002
6315,persona_6315,40,M,Zipaquira,1,8,0,3589
6316,persona_6316,26,M,Bogotá,2,5,1,1552
6317,persona_6317,56,M,Zipaquira,0,5,1,3684
6318,persona_6318,25,M,Chía,1,3,2,4535
6319,persona_6319,21,M,Cota,2,1,1,3240
6320,persona_6320,34,F,Cajica,0,0,0,4588
6321,persona_6321,61,F,Cajica,0,8,2,2404
6322,persona_6322,66,F,Cajica,3,2,0,1074
6323,persona_6323,39,F,Cajica,2,2,0,1540
6324,persona_6324,22,M,Cota,1,1,1,4591
6325,persona_6325,37,F,Cota,2,4,0,3912
6326,persona_6326,56,F,Zipaquira,1,1,0,3992
6327,persona_6327,29,F,Zipaquira,3,10,1,3431
6328,persona_6328,67,F,Cota,2,6,0,4051
6329,persona_6329,36,F,Cajica,1,4,2,1504
6330,persona_6330,26,F,Bogotá,3,6,1,1907
6331,persona_6331,46,F,Zipaquira,2,0,2,2244
6332,persona_6332,57,M,Bogotá,3,10,2,2279
6333,persona_6333,22,F,Chía,0,0,1,4484
6334,persona_6334,22,M,Zipaquira,2,2,0,3815
6335,persona_6335,25,F,Chía,0,5,2,2124
6336,persona_6336,46,M,Chía,3,6,2,3852
6337,persona_6337,26,F,Cajica,3,4,0,3010
6338,persona_6338,22,M,Chía,0,6,1,1473
6339,persona_6339,27,F,Zipaquira,0,9,1,3197
6340,persona_6340,53,M,Cajica,0,3,2,3139
6341,persona_6341,27,M,Cajica,2,10,0,2639
6342,persona_6342,36,F,Bogotá,1,3,1,2178
6343,persona_6343,37,M,Chía,2,7,0,4331
6344,persona_6344,21,M,Zipaquira,2,9,0,3115
6345,persona_6345,41,F,Cota,3,7,0,4703
6346,persona_6346,50,F,Chía,2,8,2,2455
6347,persona_6347,67,F,Chía,3,2,2,1244
6348,persona_6348,38,F,Bogotá,2,3,1,3616
6349,persona_6349,22,F,Chía,0,7,2,3855
6350,persona_6350,60,M,Zipaquira,3,1,0,3831
6351,persona_6351,33,F,Cajica,2,7,1,4691
6352,persona_6352,63,M,Chía,1,4,2,4928
6353,persona_6353,52,F,Cajica,2,5,1,1280
6354,persona_6354,21,M,Cajica,2,5,2,3688
6355,persona_6355,51,M,Cota,3,1,0,3476
6356,persona_6356,39,M,Cota,2,2,1,4946
6357,persona_6357,65,M,Bogotá,1,9,2,1556
6358,persona_6358,48,F,Cajica,3,1,2,2795
6359,persona_6359,30,M,Cajica,2,2,0,3854
6360,persona_6360,60,F,Bogotá,2,3,1,1475
6361,persona_6361,31,M,Chía,3,3,0,4313
6362,persona_6362,22,M,Bogotá,3,8,0,3117
6363,persona_6363,24,F,Chía,3,5,0,1131
6364,persona_6364,62,F,Chía,3,2,0,3274
6365,persona_6365,57,F,Bogotá,1,4,0,3239
6366,persona_6366,43,M,Chía,1,5,2,3665
6367,persona_6367,60,M,Cota,1,9,1,1113
6368,persona_6368,51,F,Cota,3,6,2,4831
6369,persona_6369,21,M,Cota,3,7,0,4696
6370,persona_6370,28,F,Zipaquira,2,2,0,3184
6371,persona_6371,55,M,Cajica,1,9,1,1735
6372,persona_6372,44,F,Zipaquira,2,0,0,3477
6373,persona_6373,27,M,Chía,3,7,1,4009
6374,persona_6374,25,M,Zipaquira,2,5,2,4602
6375,persona_6375,52,F,Zipaquira,1,8,2,1141
6376,persona_6376,39,F,Chía,2,2,0,1470
6377,persona_6377,30,M,Chía,2,7,1,4295
6378,persona_6378,51,M,Cota,3,2,2,1946
6379,persona_6379,20,F,Cota,3,5,1,2307
6380,persona_6380,68,F,Chía,1,0,1,1606
6381,persona_6381,36,M,Chía,3,5,2,4767
6382,persona_6382,50,F,Bogotá,0,5,0,4676
6383,persona_6383,47,F,Cota,0,8,0,3565
6384,persona_6384,68,M,Cota,1,3,2,3374
6385,persona_6385,35,F,Cota,3,10,1,4347
6386,persona_6386,35,M,Cota,1,5,2,2703
6387,persona_6387,26,F,Cajica,2,1,2,1662
6388,persona_6388,23,M,Zipaquira,1,5,0,3408
